Vehicles Nearby,Vehicles Nearby.1,Required Chargers,DC Fast Count,vehiclesToBeCharged,text,label,Utilization Rate
167.0,167.0,3.0,8,704.0,,3,421.55688622754496
35150.0,35150.0,487.0,16,32192.0,,1,91.58463726884779
3654.0,3654.0,58.0,20,4992.0,,0,136.61740558292283
458.0,458.0,8.0,16,1536.0,,3,335.3711790393013
519.0,519.0,6.0,20,1664.0,,3,320.61657032755295
12936.0,12936.0,191.0,8,12736.0,,1,98.4539270253556
6.0,6.0,1.0,16,1088.0,,3,18133.333333333336
1860.0,1860.0,28.0,20,3072.0,,3,165.16129032258064
23798.0,23798.0,362.0,2,23296.0,,1,97.89057904025549
27.0,27.0,1.0,1,128.0,,3,474.074074074074
359.0,359.0,6.0,1,448.0,,0,124.79108635097494
58.0,58.0,1.0,1,128.0,,3,220.68965517241378
39.0,39.0,1.0,1,128.0,,3,328.2051282051282
2871.0,2871.0,45.0,1,2944.0,,1,102.54266805990943
140.0,140.0,3.0,76,5056.0,,3,3611.4285714285716
8.0,8.0,1.0,8,576.0,,3,7200.0
72.0,72.0,2.0,8,640.0,,3,888.8888888888889
3430.0,3430.0,54.0,8,3968.0,,0,115.68513119533527
1790.0,1790.0,20.0,1,1344.0,,4,75.08379888268156
72.0,72.0,2.0,1,192.0,,3,266.66666666666663
12.0,12.0,1.0,20,1344.0,,3,11200.0
63.0,63.0,1.0,8,576.0,,3,914.2857142857142
45.0,45.0,1.0,2,192.0,,3,426.6666666666667
83.0,83.0,2.0,2,256.0,,3,308.43373493975906
26.0,26.0,1.0,2,192.0,,3,738.4615384615385
74.0,74.0,2.0,2,256.0,,3,345.94594594594594
22.0,22.0,1.0,1,128.0,,3,581.8181818181819
7712.0,7712.0,110.0,1,7104.0,,1,92.11618257261411
173.0,173.0,3.0,1,256.0,,0,147.97687861271675
32.0,32.0,1.0,1,128.0,,3,400.0
64.0,64.0,1.0,1,128.0,,3,200.0
9.0,9.0,1.0,8,576.0,,3,6400.0
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
15353.0,15353.0,240.0,16,16384.0,,1,106.71529994137954
1314.0,1314.0,20.0,4,1536.0,,0,116.89497716894977
865.0,865.0,14.0,1,960.0,,0,110.98265895953756
53.0,53.0,1.0,1,128.0,,3,241.50943396226415
1324.0,1324.0,10.0,1,704.0,,4,53.17220543806647
3227.0,3227.0,51.0,1,3328.0,,1,103.12984195847537
652.0,652.0,11.0,1,768.0,,0,117.79141104294479
9.0,9.0,1.0,1,128.0,,3,1422.2222222222222
108.0,108.0,2.0,1,192.0,,3,177.77777777777777
61.0,61.0,1.0,8,576.0,,3,944.2622950819672
120.0,120.0,2.0,4,384.0,,3,320.0
11.0,11.0,1.0,2,192.0,,3,1745.4545454545453
6202.0,6202.0,93.0,1,6016.0,,1,97.00096742986133
83.0,83.0,2.0,1,192.0,,3,231.32530120481925
126.0,126.0,2.0,1,192.0,,3,152.38095238095238
2998.0,2998.0,31.0,1,2048.0,,4,68.31220813875916
3654.0,3654.0,58.0,1,3776.0,,1,103.33880678708265
123.0,123.0,2.0,1,192.0,,3,156.09756097560975
16.0,16.0,1.0,1,128.0,,3,800.0
4234.0,4234.0,67.0,1,4352.0,,1,102.78696268304203
14.0,14.0,1.0,1,128.0,,3,914.2857142857142
167.0,167.0,3.0,1,256.0,,3,153.2934131736527
453.0,453.0,8.0,4,768.0,,3,169.53642384105962
11.0,11.0,1.0,4,320.0,,3,2909.090909090909
10.0,10.0,1.0,4,320.0,,3,3200.0
305.0,305.0,5.0,4,576.0,,3,188.85245901639345
345.0,345.0,6.0,4,640.0,,3,185.5072463768116
8.0,8.0,1.0,4,320.0,,3,4000.0
10.0,10.0,1.0,5,384.0,,3,3840.0
18559.0,18559.0,200.0,4,13056.0,,4,70.3486179212242
5285.0,5285.0,83.0,4,5568.0,,1,105.35477767265846
12.0,12.0,1.0,1,128.0,,3,1066.6666666666665
216.0,216.0,4.0,1,320.0,,0,148.14814814814815
107.0,107.0,2.0,1,192.0,,3,179.4392523364486
2142.0,2142.0,34.0,1,2240.0,,1,104.57516339869282
258.0,258.0,5.0,1,384.0,,0,148.8372093023256
7803.0,7803.0,82.0,4,5504.0,,4,70.53697295911829
43.0,43.0,1.0,4,320.0,,3,744.1860465116279
1131.0,1131.0,18.0,10,1792.0,,3,158.44385499557913
41.0,41.0,1.0,4,320.0,,3,780.4878048780488
96.0,96.0,2.0,14,1024.0,,3,1066.6666666666665
3085.0,3085.0,10.0,6,1024.0,,2,33.19286871961102
387.0,387.0,7.0,6,832.0,,3,214.98708010335918
21239.0,21239.0,317.0,1,20352.0,,1,95.8237205141485
72.0,72.0,2.0,1,192.0,,3,266.66666666666663
304.0,304.0,5.0,1,384.0,,0,126.3157894736842
218.0,218.0,4.0,4,512.0,,3,234.86238532110093
14117.0,14117.0,218.0,6,14336.0,,1,101.55132110221719
2454.0,2454.0,37.0,12,3136.0,,0,127.79136104319477
17770.0,17770.0,225.0,1,14464.0,,4,81.39561057962858
11582.0,11582.0,181.0,1,11648.0,,1,100.56984976687964
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,20,,,2,
,,,1,,,2,
,,,1,,,2,
,,,12,,,2,
,,,10,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,8,,,2,
,,,10,,,2,
,,,8,,,2,
,,,8,,,2,
,,,12,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,3,,,2,
,,,1,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,20,,,2,
,,,55,,,2,
,,,8,,,2,
,,,4,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,1,,,2,
,,,1,,,2,
,,,24,,,2,
,,,1,,,2,
,,,4,,,2,
,,,16,,,2,
,,,12,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,1,,,2,
,,,8,,,2,
,,,6,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,1,,,2,
,,,16,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,6,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,16,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,3,,,2,
,,,4,,,2,
,,,4,,,2,
,,,28,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,8,,,2,
,,,12,,,2,
,,,16,,,2,
,,,12,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,2,,,2,
,,,8,,,2,
,,,12,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,8,,,2,
,,,62,,,2,
,,,12,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,3,,,2,
,,,8,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,6,,,2,
,,,4,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,12,,,2,
,,,3,,,2,
,,,8,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,1,,,2,
,,,12,,,2,
,,,8,,,2,
,,,12,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,12,,,2,
,,,24,,,2,
,,,4,,,2,
,,,4,,,2,
,,,1,,,2,
,,,20,,,2,
,,,20,,,2,
,,,20,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,8,,,2,
,,,1,,,2,
,,,2,,,2,
,,,70,,,2,
,,,1,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,3,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,2,,,2,
,,,10,,,2,
,,,8,,,2,
,,,20,,,2,
,,,1,,,2,
,,,7,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,12,,,2,
,,,20,,,2,
,,,2,,,2,
,,,4,,,2,
,,,4,,,2,
,,,2,,,2,
,,,4,,,2,
,,,1,,,2,
,,,4,,,2,
,,,16,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,3,,,2,
,,,4,,,2,
,,,2,,,2,
,,,3,,,2,
,,,2,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,2,,,2,
,,,1,,,2,
,,,6,,,2,
,,,2,,,2,
,,,8,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,12,,,2,
,,,1,,,2,
,,,1,,,2,
,,,12,,,2,
,,,12,,,2,
,,,16,,,2,
,,,2,,,2,
,,,6,,,2,
,,,2,,,2,
,,,1,,,2,
,,,8,,,2,
,,,19,,,2,
,,,4,,,2,
,,,8,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,20,,,2,
,,,16,,,2,
,,,12,,,2,
,,,11,,,2,
,,,6,,,2,
,,,6,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,6,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,3,,,2,
,,,4,,,2,
,,,10,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,6,,,2,
,,,2,,,2,
,,,3,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,4,,,2,
,,,9,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,6,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,5,,,2,
,,,6,,,2,
,,,3,,,2,
,,,6,,,2,
,,,6,,,2,
,,,6,,,2,
,,,2,,,2,
,,,4,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,3,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,6,,,2,
,,,2,,,2,
,,,2,,,2,
,,,6,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,1,,,2,
,,,4,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,12,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,4,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,9,,,2,
,,,3,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,6,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,3,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,8,,,2,
,,,4,,,2,
,,,3,,,2,
,,,2,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,3,,,2,
,,,1,,,2,
,,,6,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,8,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,6,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,5,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,5,,,2,
,,,2,,,2,
,,,2,,,2,
,,,10,,,2,
,,,6,,,2,
,,,4,,,2,
,,,2,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,6,,,2,
,,,2,,,2,
,,,2,,,2,
,,,3,,,2,
,,,4,,,2,
,,,3,,,2,
,,,3,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,3,,,2,
,,,6,,,2,
,,,2,,,2,
,,,6,,,2,
,,,10,,,2,
,,,2,,,2,
,,,8,,,2,
,,,4,,,2,
,,,6,,,2,
,,,4,,,2,
,,,4,,,2,
,,,2,,,2,
,,,6,,,2,
,,,6,,,2,
,,,4,,,2,
,,,8,,,2,
,,,6,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,2,,,2,
,,,4,,,2,
,,,8,,,2,
,,,1,,,2,
,,,6,,,2,
,,,4,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,4,,,2,
,,,12,,,2,
,,,12,,,2,
,,,12,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,5,,,2,
,,,6,,,2,
,,,2,,,2,
,,,2,,,2,
,,,6,,,2,
,,,4,,,2,
,,,4,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,6,,,2,
,,,6,,,2,
,,,4,,,2,
,,,16,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,1,,,2,
,,,4,,,2,
,,,16,,,2,
,,,24,,,2,
,,,8,,,2,
,,,1,,,2,
,,,8,,,2,
,,,1,,,2,
,,,8,,,2,
,,,19,,,2,
,,,4,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,5,,,2,
,,,1,,,2,
,,,1,,,2,
,,,10,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,12,,,2,
,,,8,,,2,
,,,6,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,3,,,2,
,,,5,,,2,
,,,1,,,2,
,,,1,,,2,
,,,16,,,2,
,,,12,,,2,
,,,16,,,2,
,,,8,,,2,
,,,16,,,2,
,,,10,,,2,
,,,24,,,2,
,,,8,,,2,
,,,12,,,2,
,,,12,,,2,
,,,20,,,2,
,,,3,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,16,,,2,
,,,12,,,2,
,,,40,,,2,
,,,4,,,2,
,,,1,,,2,
,,,60,,,2,
,,,8,,,2,
,,,16,,,2,
,,,24,,,2,
,,,7,,,2,
,,,16,,,2,
,,,12,,,2,
,,,7,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,20,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,8,,,2,
,,,1,,,2,
,,,8,,,2,
,,,16,,,2,
,,,5,,,2,
,,,6,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,8,,,2,
,,,8,,,2,
,,,24,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,4,,,2,
,,,1,,,2,
,,,4,,,2,
,,,6,,,2,
,,,2,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,16,,,2,
,,,1,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,12,,,2,
,,,24,,,2,
,,,12,,,2,
,,,16,,,2,
,,,1,,,2,
,,,2,,,2,
,,,12,,,2,
,,,2,,,2,
,,,44,,,2,
,,,4,,,2,
,,,1,,,2,
,,,6,,,2,
,,,40,,,2,
,,,16,,,2,
,,,4,,,2,
,,,1,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,2,,,2,
,,,1,,,2,
,,,2,,,2,
,,,16,,,2,
,,,8,,,2,
,,,4,,,2,
,,,2,,,2,
,,,2,,,2,
,,,2,,,2,
,,,12,,,2,
,,,2,,,2,
,,,1,,,2,
,,,4,,,2,
,,,12,,,2,
,,,5,,,2,
,,,1,,,2,
,,,4,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,2,,,2,
,,,1,,,2,
,,,8,,,2,
,,,1,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,8,,,2,
,,,8,,,2,
,,,12,,,2,
,,,12,,,2,
,,,40,,,2,
,,,6,,,2,
,,,1,,,2,
,,,3,,,2,
,,,6,,,2,
,,,4,,,2,
,,,4,,,2,
,,,12,,,2,
,,,8,,,2,
,,,36,,,2,
,,,4,,,2,
,,,4,,,2,
,,,4,,,2,
,,,12,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,10,,,2,
,,,4,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,6,,,2,
,,,6,,,2,
,,,6,,,2,
,,,4,,,2,
,,,4,,,2,
,,,6,,,2,
,,,4,,,2,
,,,20,,,2,
,,,4,,,2,
,,,4,,,2,
,,,6,,,2,
,,,4,,,2,
,,,12,,,2,
,,,20,,,2,
,,,6,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,12,,,2,
,,,8,,,2,
,,,16,,,2,
,,,6,,,2,
,,,6,,,2,
,,,6,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,6,,,2,
,,,2,,,2,
,,,4,,,2,
,,,1,,,2,
,,,8,,,2,
,,,6,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,1,,,2,
,,,12,,,2,
,,,12,,,2,
,,,24,,,2,
,,,12,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,12,,,2,
,,,4,,,2,
,,,4,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,16,,,2,
,,,12,,,2,
,,,8,,,2,
,,,12,,,2,
,,,6,,,2,
,,,8,,,2,
,,,4,,,2,
,,,4,,,2,
,,,10,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,2,,,2,
,,,4,,,2,
,,,6,,,2,
,,,6,,,2,
,,,6,,,2,
,,,6,,,2,
,,,1,,,2,
,,,12,,,2,
,,,8,,,2,
,,,4,,,2,
,,,8,,,2,
,,,1,,,2,
,,,6,,,2,
,,,6,,,2,
,,,15,,,2,
,,,6,,,2,
,,,8,,,2,
,,,12,,,2,
,,,12,,,2,
,,,3,,,2,
,,,6,,,2,
,,,2,,,2,
,,,12,,,2,
,,,12,,,2,
,,,1,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,6,,,2,
,,,4,,,2,
,,,8,,,2,
,,,8,,,2,
,,,8,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,6,,,2,
,,,1,,,2,
,,,1,,,2,
,,,16,,,2,
,,,24,,,2,
,,,20,,,2,
,,,12,,,2,
,,,12,,,2,
,,,8,,,2,
,,,8,,,2,
,,,16,,,2,
,,,24,,,2,
,,,12,,,2,
,,,10,,,2,
,,,4,,,2,
,,,8,,,2,
,,,4,,,2,
,,,3,,,2,
,,,24,,,2,
,,,8,,,2,
,,,8,,,2,
,,,12,,,2,
,,,8,,,2,
,,,1,,,2,
,,,12,,,2,
,,,4,,,2,
,,,1,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,22,,,2,
,,,12,,,2,
,,,20,,,2,
,,,8,,,2,
,,,16,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,20,,,2,
,,,6,,,2,
,,,6,,,2,
,,,4,,,2,
,,,2,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,1,,,2,
,,,16,,,2,
,,,12,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,12,,,2,
,,,44,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,2,,,2,
,,,4,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,12,,,2,
,,,8,,,2,
,,,12,,,2,
,,,12,,,2,
,,,8,,,2,
,,,20,,,2,
,,,12,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,20,,,2,
,,,8,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,4,,,2,
,,,4,,,2,
,,,8,,,2,
,,,12,,,2,
,,,8,,,2,
,,,16,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,10,,,2,
,,,1,,,2,
,,,8,,,2,
,,,12,,,2,
,,,24,,,2,
,,,32,,,2,
,,,8,,,2,
,,,1,,,2,
,,,6,,,2,
,,,2,,,2,
,,,3,,,2,
,,,2,,,2,
,,,4,,,2,
,,,10,,,2,
,,,1,,,2,
,,,1,,,2,
,,,24,,,2,
,,,12,,,2,
,,,12,,,2,
,,,20,,,2,
,,,16,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,4,,,2,
,,,4,,,2,
,,,1,,,2,
,,,1,,,2,
,,,6,,,2,
,,,12,,,2,
,,,8,,,2,
,,,16,,,2,
,,,8,,,2,
,,,8,,,2,
,,,6,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,1,,,2,
,,,2,,,2,
,,,12,,,2,
,,,1,,,2,
